iter	Logloss
401	0.1877299887
402	0.1875667508
403	0.1874535134
404	0.1873173852
405	0.1871506774
406	0.1869936531
407	0.1868243166
408	0.1866980247
409	0.1865966985
410	0.1864681257
411	0.1863415892
412	0.1861729832
413	0.1860337655
414	0.1859331334
415	0.1857921499
416	0.1856272042
417	0.1854399436
418	0.1853084579
419	0.1851224453
420	0.1849366368
421	0.184759868
422	0.1845925582
423	0.1844663251
424	0.1842256221
425	0.1840785327
426	0.1839330028
427	0.1837825988
428	0.1836086491
429	0.1834837919
430	0.1833314335
431	0.1831507818
432	0.1830036782
433	0.1828282775
434	0.1826705145
435	0.1824882023
436	0.182342142
437	0.1822438557
438	0.1820741309
439	0.1818848349
440	0.1817930921
441	0.1816241339
442	0.1814883706
443	0.1813916054
444	0.1811830328
445	0.181007755
446	0.1809050757
447	0.1807741535
448	0.1806296293
449	0.180488456
450	0.1802971111
451	0.1800949303
452	0.1799280571
453	0.179808156
454	0.1796360853
455	0.179512064
456	0.1792996355
457	0.1791136971
458	0.1789409043
459	0.1787483884
460	0.1786043614
461	0.1784826789
462	0.1783328045
463	0.1781679323
464	0.1780655777
465	0.1779415871
466	0.1777789817
467	0.1776299309
468	0.1773449304
469	0.177192833
470	0.1770311828
471	0.1767503271
472	0.176595703
473	0.1764216841
474	0.1761824322
475	0.1760788939
476	0.175904476
477	0.175765644
478	0.1756699535
479	0.1754260385
480	0.1751759903
481	0.1750018652
482	0.1749096669
483	0.174728034
484	0.1745315703
485	0.1743884087
486	0.1742670618
487	0.1741379624
488	0.1740654481
489	0.1739789633
490	0.1738851116
491	0.1737367193
492	0.1736084355
493	0.1734694518
494	0.1733234171
495	0.1732037191
496	0.1730104974
497	0.1728816179
498	0.1727316372
499	0.1725886857
500	0.1724199059
501	0.172248373
502	0.17208466
503	0.171963438
504	0.1717774249
505	0.1716232396
506	0.1715074207
507	0.1713794827
508	0.1712226173
509	0.1710960047
510	0.1709364646
511	0.1708217961
512	0.1706514679
513	0.1704629442
514	0.1703325965
515	0.1702298547
516	0.1700906007
517	0.1699327057
518	0.1698533057
519	0.1697007518
520	0.1695470393
521	0.1693352375
522	0.169241851
523	0.169102606
524	0.168947709
525	0.1687873533
526	0.1686023644
527	0.1684693723
528	0.1683178343
529	0.1681818464
530	0.1680486382
531	0.1678263278
532	0.1677358309
533	0.1676271295
534	0.1674839989
535	0.1673570382
536	0.1671407315
537	0.1670647717
538	0.1669771213
539	0.1667788753
540	0.1667086389
541	0.1666337746
542	0.1664402726
543	0.1663654144
544	0.166223774
545	0.1661404813
546	0.1660137039
547	0.1658705889
548	0.1657529183
549	0.1656477346
550	0.1654475299
551	0.1652940708
552	0.1651720146
553	0.1650074313
554	0.1649166202
555	0.1648499301
556	0.1646792677
557	0.1645196011
558	0.1644270974
559	0.1643166471
560	0.1641985958
561	0.1641209434
562	0.163906749
563	0.1637556563
564	0.1635526128
565	0.1634117952
566	0.1632189474
567	0.1630897305
568	0.1629347426
569	0.1628533706
570	0.1627174807
571	0.1626254282
572	0.1625024928
573	0.1623873821
574	0.1622495617
575	0.1621235994
576	0.1619701832
577	0.1617892424
578	0.1616779526
579	0.1615710215
580	0.1614931945
581	0.1613746971
582	0.161254608
583	0.1611077507
584	0.1609232652
585	0.1607572186
586	0.1605269045
587	0.1604127463
588	0.16021607
589	0.1601338112
590	0.1600096369
591	0.159923938
592	0.159792021
593	0.1596773827
594	0.1594575572
595	0.1593628102
596	0.1592941488
597	0.1592144859
598	0.1590768249
599	0.1588671081
600	0.1587419758
601	0.1586415263
602	0.1585523442
603	0.1584444629
604	0.158346804
605	0.1582656715
606	0.1580655615
607	0.1578395186
608	0.1576775648
609	0.1575378588
610	0.1574041313
611	0.157346848
612	0.1572345729
613	0.1571602526
614	0.1570621161
615	0.1569791511
616	0.1569054798
617	0.1568194852
618	0.1566862752
619	0.1565988988
620	0.1564976933
621	0.1563770739
622	0.1562998795
623	0.1561700634
624	0.1561023497
625	0.1560235782
626	0.1559635825
627	0.1558470892
628	0.1556812172
629	0.1555714358
630	0.1555124954
631	0.1554544681
632	0.1553222878
633	0.1551987675
634	0.1550818597
635	0.1549150561
636	0.1548234815
637	0.1546403376
638	0.1545660607
639	0.1544495052
640	0.154314494
641	0.1541619926
642	0.1540568769
643	0.153956044
644	0.1538301931
645	0.1536698192
646	0.1535852072
647	0.1534084924
648	0.1532534342
649	0.1531236739
650	0.1529871652
651	0.1528753548
652	0.1527297796
653	0.152612623
654	0.1525245567
655	0.1523853247
656	0.1523203059
657	0.1522113395
658	0.1521494688
659	0.1520254202
660	0.1519380832
661	0.1518546332
662	0.1517176749
663	0.1515938981
664	0.1514940302
665	0.1513738196
666	0.1512738079
667	0.1511536963
668	0.1510211681
669	0.1509228688
670	0.150828813
671	0.1507269463
672	0.1506613024
673	0.150592515
674	0.1504642601
675	0.1503791209
676	0.1503146655
677	0.1502110605
678	0.150112815
679	0.1500062706
680	0.1499032109
681	0.149770501
682	0.149668392
683	0.1495346645
684	0.1494164759
685	0.149366593
686	0.1492861973
687	0.1490988346
688	0.1490265781
689	0.1489489441
690	0.1488887311
691	0.1487966925
692	0.1486323494
693	0.148521826
694	0.1483645035
695	0.1482076119
696	0.1481019529
697	0.1480449657
698	0.1479403409
699	0.1478534749
700	0.1477303363
701	0.147615974
702	0.1474823684
703	0.1473533554
704	0.1472485143
705	0.1470975604
706	0.1470030969
707	0.1469015928
708	0.1468230414
709	0.1467573749
710	0.1466525567
711	0.1465363823
712	0.1464540577
713	0.1463121411
714	0.1461604799
715	0.1461119425
716	0.1460011024
717	0.1458697194
718	0.1457476007
719	0.1455697379
720	0.1454992267
721	0.1453828871
722	0.1453001593
723	0.1452213891
724	0.1450561028
725	0.1449623034
726	0.1448509392
727	0.144716146
728	0.1446208156
729	0.1444815829
730	0.1444329774
731	0.1443790932
732	0.1443244966
733	0.1442392928
734	0.1441065859
735	0.1439120636
736	0.1438555897
737	0.1437534987
738	0.1436320695
739	0.1435498259
740	0.1433798156
741	0.1433217645
742	0.1432333833
743	0.1431700282
744	0.143114007
745	0.1429424486
746	0.1428666939
747	0.1427579621
748	0.1426383201
749	0.1425677736
750	0.1424955708
751	0.1423609174
752	0.1421957431
753	0.1421008001
754	0.1419186119
755	0.1417421586
756	0.1416119988
757	0.1415510261
758	0.1414584364
759	0.1413966855
760	0.1412746572
761	0.1411573812
762	0.1410566877
763	0.1409047465
764	0.140748962
765	0.1406288819
766	0.1405362102
767	0.1404494707
768	0.1403330928
769	0.1402144313
770	0.1401218524
771	0.1399947892
772	0.1398836647
773	0.1397791925
774	0.1396312796
775	0.1395276322
776	0.139411391
777	0.1392884033
778	0.1391950328
779	0.1390841754
780	0.1389445783
781	0.1387065192
782	0.1385533092
783	0.1384799075
784	0.1383438901
785	0.1382006419
786	0.138108811
787	0.13800295
788	0.1378739563
789	0.1377666003
790	0.1376725047
791	0.1375914372
792	0.1375030214
793	0.1374038093
794	0.1373023616
795	0.1371760144
796	0.137105819
797	0.1370153778
798	0.1369260201
799	0.1368090357
800	0.1366477316
801	0.1365243807
802	0.136390191
803	0.1362332395
804	0.1361324121
805	0.1360294696
806	0.1359675825
807	0.1358951081
808	0.1357684483
809	0.1356706676
810	0.135576287
811	0.1354393342
812	0.1353855284
813	0.1352932329
814	0.1352428403
815	0.1351713016
816	0.1350383879
817	0.1349717565
818	0.1348035133
819	0.1347544088
820	0.134697068
821	0.1345649341
822	0.134415079
823	0.1342972159
824	0.1341960394
825	0.1340865968
826	0.1339720479
827	0.1338400239
828	0.1337679494
829	0.133673521
830	0.1336255754
831	0.1334834575
832	0.1334113132
833	0.1333663799
834	0.1331610404
835	0.1330773553
836	0.1329735257
837	0.1329208153
838	0.1327274173
839	0.1326727977
840	0.1325516268
841	0.1324802921
842	0.1323848183
843	0.1322535632
844	0.1321834164
845	0.1320939439
846	0.1319587661
847	0.1318570755
848	0.131763883
849	0.1316266759
850	0.1314913216
851	0.1313904469
852	0.1312016664
853	0.1310420305
854	0.1309947435
855	0.1308800139
856	0.1307007464
857	0.1305980025
858	0.1305201538
859	0.1304655277
860	0.130338763
861	0.1302494243
862	0.1301225307
863	0.1300806139
864	0.1299520365
865	0.1298718455
866	0.1297783352
867	0.1296392412
868	0.1295561126
869	0.1293789212
870	0.1292788454
871	0.1291949407
872	0.1290921908
873	0.1290481564
874	0.1289012243
875	0.1288321972
876	0.1287817444
877	0.1285999313
878	0.1284498886
879	0.1283711432
880	0.1282798116
881	0.1281965512
882	0.1280891753
883	0.128013251
884	0.1279593849
885	0.12778304
886	0.1276288171
887	0.127568609
888	0.127463378
889	0.1273238184
890	0.1271678408
891	0.1271072477
892	0.1269308521
893	0.1268163549
894	0.1267113458
895	0.1265720685
896	0.1264262855
897	0.1263853895
898	0.1262781696
899	0.1262325798
900	0.1260489188
901	0.1259775454
902	0.1258385505
903	0.1257551975
904	0.1257093662
905	0.1256536827
906	0.1254823644
907	0.1254034548
908	0.1253359891
909	0.125277897
910	0.1250788421
911	0.1249678554
912	0.1248501197
913	0.1246963474
914	0.1245649875
915	0.1244837157
916	0.1243668207
917	0.1242659295
918	0.1242121679
919	0.1241534543
920	0.1241239769
921	0.1239995834
922	0.1238920832
923	0.1237869396
924	0.1236287798
925	0.1235310878
926	0.123437326
927	0.1233153471
928	0.1232261615
929	0.1231642789
930	0.123045655
931	0.122907594
932	0.1228706672
933	0.1227425939
934	0.1226342458
935	0.1225598558
936	0.1224528316
937	0.122394002
938	0.1222983648
939	0.1222151228
940	0.1220840205
941	0.1220418318
942	0.1219054102
943	0.1217921531
944	0.1217219671
945	0.1216459981
946	0.1215893387
947	0.1214966632
948	0.1214231832
949	0.1213329888
950	0.1212928267
951	0.1212250342
952	0.1211656916
953	0.121063241
954	0.1209849785
955	0.1208270101
956	0.1206717566
957	0.1206056966
958	0.1204979566
959	0.1204073171
960	0.1203026707
961	0.1202413002
962	0.1202164111
963	0.120139106
964	0.1201172602
965	0.1200608649
966	0.1200087733
967	0.1199504033
968	0.1198478697
969	0.1197437854
970	0.11962199
971	0.1195161412
972	0.1194826536
973	0.1193990354
974	0.1193312792
975	0.1192009598
976	0.1190770184
977	0.1189863171
978	0.1188657899
979	0.1187592519
980	0.1187240978
981	0.1186777716
982	0.1186092567
983	0.1185790366
984	0.1184951824
985	0.1184071494
986	0.1182928358
987	0.1181929823
988	0.1180389858
989	0.11799733
990	0.117854427
991	0.1178074659
992	0.11771868
993	0.1176227633
994	0.1175691761
995	0.1174927995
996	0.1174521363
997	0.1173592121
998	0.117278439
999	0.1171698824
